ENSG,HUGO,ENST,ENSP,CCDS,form
ENSG00000170807,LMOD2,ENST00000458573,ENSP00000411932,CCDS47693,PRINCIPAL:1
ENSG00000170852,KBTBD2,ENST00000304056,ENSP00000302586,CCDS34614,PRINCIPAL:1
ENSG00000171115,GIMAP8,ENST00000307271,ENSP00000305107,CCDS34777,PRINCIPAL:1
ENSG00000171130,ATP6V0E2,ENST00000464662,ENSP00000475645,-,PRINCIPAL:1
ENSG00000171243,SOSTDC1,ENST00000307068,ENSP00000304930,CCDS5360,PRINCIPAL:1
ENSG00000172115,CYCS,ENST00000305786,ENSP00000307786,CCDS5393,PRINCIPAL:1
ENSG00000172209,GPR22,ENST00000304402,ENSP00000302676,CCDS5744,PRINCIPAL:1
ENSG00000172331,BPGM,ENST00000344924,ENSP00000342032,CCDS5833,PRINCIPAL:1
ENSG00000172336,POP7,ENST00000303151,ENSP00000304353,CCDS5704,PRINCIPAL:1
ENSG00000172354,GNB2,ENST00000303210,ENSP00000305260,CCDS5703,PRINCIPAL:1
ENSG00000173041,ZNF680,ENST00000309683,ENSP00000309330,CCDS34644,PRINCIPAL:1
ENSG00000173114,LRRN3,ENST00000422987,ENSP00000412417,CCDS5754,PRINCIPAL:1
ENSG00000173452,TMEM196,ENST00000405764,ENSP00000384234,CCDS34607,PRINCIPAL:1
ENSG00000173467,AGR3,ENST00000310398,ENSP00000308606,CCDS5365,PRINCIPAL:1
ENSG00000174428,GTF2IRD2B,ENST00000472837,ENSP00000480524,CCDS34659,PRINCIPAL:1
ENSG00000174469,CNTNAP2,ENST00000361727,ENSP00000354778,CCDS5889,PRINCIPAL:1
ENSG00000174697,LEP,ENST00000308868,ENSP00000312652,CCDS5800,PRINCIPAL:1
ENSG00000174945,AMZ1,ENST00000312371,ENSP00000308149,CCDS34589,PRINCIPAL:1
ENSG00000175877,WBSCR28,ENST00000320531,ENSP00000316775,CCDS43597,PRINCIPAL:1
ENSG00000176125,UFSP1,ENST00000388761,ENSP00000373413,CCDS34710,PRINCIPAL:1
ENSG00000176402,GJC3,ENST00000312891,ENSP00000325775,CCDS34697,PRINCIPAL:1
ENSG00000176410,DNAJC30,ENST00000395176,ENSP00000378605,CCDS5556,PRINCIPAL:1
ENSG00000176428,VPS37D,ENST00000324941,ENSP00000320416,CCDS43596,PRINCIPAL:1
ENSG00000176510,OR10AC1,ENST00000439431,ENSP00000476380,-,PRINCIPAL:1
ENSG00000176532,PRR15,ENST00000319694,ENSP00000317836,CCDS5421,PRINCIPAL:1
ENSG00000177409,SAMD9L,ENST00000411955,ENSP00000405760,CCDS34681,PRINCIPAL:1
ENSG00000177679,SRRM3,ENST00000611745,ENSP00000480851,-,PRINCIPAL:1
ENSG00000177683,THAP5,ENST00000415914,ENSP00000400500,CCDS47687,PRINCIPAL:1
ENSG00000177706,FAM20C,ENST00000313766,ENSP00000322323,CCDS47522,PRINCIPAL:1
ENSG00000178234,GALNT11,ENST00000430044,ENSP00000395122,CCDS5930,PRINCIPAL:1
ENSG00000178381,ZFAND2A,ENST00000316495,ENSP00000314619,CCDS5323,PRINCIPAL:1
ENSG00000178826,TMEM139,ENST00000410004,ENSP00000386564,CCDS5878,PRINCIPAL:1
ENSG00000179144,GIMAP7,ENST00000313543,ENSP00000315474,CCDS5903,PRINCIPAL:1
ENSG00000179468,OR9A2,ENST00000350513,ENSP00000316518,CCDS34767,PRINCIPAL:1
ENSG00000179562,GCC1,ENST00000321407,ENSP00000318821,CCDS5796,PRINCIPAL:1
ENSG00000179869,ABCA13,ENST00000435803,ENSP00000411096,CCDS47584,PRINCIPAL:1
ENSG00000180233,ZNRF2,ENST00000323037,ENSP00000323879,CCDS5426,PRINCIPAL:1
ENSG00000180354,MTURN,ENST00000324453,ENSP00000324204,CCDS5425,PRINCIPAL:1
ENSG00000180535,BHLHA15,ENST00000609256,ENSP00000476312,CCDS5655,PRINCIPAL:1
ENSG00000181016,LSMEM1,ENST00000312849,ENSP00000323304,CCDS5756,PRINCIPAL:1
ENSG00000181072,CHRM2,ENST00000453373,ENSP00000415386,CCDS5843,PRINCIPAL:1
ENSG00000181444,ZNF467,ENST00000302017,ENSP00000304769,CCDS5899,PRINCIPAL:1
ENSG00000181652,ATG9B,ENST00000469530,ENSP00000479879,-,PRINCIPAL:1
ENSG00000182111,ZNF716,ENST00000420713,ENSP00000394248,CCDS55112,PRINCIPAL:1
ENSG00000182158,CREB3L2,ENST00000330387,ENSP00000329140,CCDS34760,PRINCIPAL:1
ENSG00000182348,ZNF804B,ENST00000333190,ENSP00000329638,CCDS5613,PRINCIPAL:1
ENSG00000183696,UPP1,ENST00000395564,ENSP00000378931,CCDS5507,PRINCIPAL:1
ENSG00000183742,MACC1,ENST00000400331,ENSP00000383185,CCDS5369,PRINCIPAL:1
ENSG00000184408,KCND2,ENST00000331113,ENSP00000333496,CCDS5776,PRINCIPAL:1
ENSG00000184903,IMMP2L,ENST00000452895,ENSP00000399353,CCDS5753,PRINCIPAL:1
ENSG00000185177,ZNF479,ENST00000331162,ENSP00000333776,CCDS43590,PRINCIPAL:1
ENSG00000185274,WBSCR17,ENST00000333538,ENSP00000329654,CCDS5540,PRINCIPAL:1
ENSG00000185290,NUPR2,ENST00000329309,ENSP00000455442,CCDS59058,PRINCIPAL:1
ENSG00000185467,KPNA7,ENST00000327442,ENSP00000330878,CCDS47651,PRINCIPAL:1
ENSG00000185811,IKZF1,ENST00000331340,ENSP00000331614,CCDS75596,PRINCIPAL:1
ENSG00000185899,TAS2R60,ENST00000332690,ENSP00000327724,CCDS5885,PRINCIPAL:1
ENSG00000185955,C7orf61,ENST00000332375,ENSP00000327732,CCDS47661,PRINCIPAL:1
ENSG00000186088,GSAP,ENST00000257626,ENSP00000257626,CCDS34672,PRINCIPAL:1
ENSG00000186472,PCLO,ENST00000333891,ENSP00000334319,CCDS47630,PRINCIPAL:1
ENSG00000186480,INSIG1,ENST00000340368,ENSP00000344741,CCDS5938,PRINCIPAL:1
ENSG00000186591,UBE2H,ENST00000355621,ENSP00000347836,CCDS5814,PRINCIPAL:1
ENSG00000187037,GPR141,ENST00000447769,ENSP00000390410,CCDS5451,PRINCIPAL:1
ENSG00000187258,NPSR1,ENST00000360581,ENSP00000353788,CCDS5444,PRINCIPAL:1
ENSG00000187260,WDR86,ENST00000334493,ENSP00000335522,CCDS5925,PRINCIPAL:1
ENSG00000187546,AGMO,ENST00000342526,ENSP00000341662,CCDS34604,PRINCIPAL:1
ENSG00000188037,CLCN1,ENST00000343257,ENSP00000339867,CCDS5881,PRINCIPAL:1
ENSG00000188050,RNF133,ENST00000340112,ENSP00000344489,CCDS5784,PRINCIPAL:1
ENSG00000188186,LAMTOR4,ENST00000341942,ENSP00000343118,CCDS34702,PRINCIPAL:1
ENSG00000188191,PRKAR1B,ENST00000406797,ENSP00000385749,CCDS34579,PRINCIPAL:1
ENSG00000188707,ZBED6CL,ENST00000343855,ENSP00000343242,CCDS5900,PRINCIPAL:1
ENSG00000188730,VWC2,ENST00000340652,ENSP00000341819,CCDS5508,PRINCIPAL:1
ENSG00000188732,FAM221A,ENST00000344962,ENSP00000342576,CCDS5385,PRINCIPAL:1
ENSG00000188763,FZD9,ENST00000344575,ENSP00000345785,CCDS5548,PRINCIPAL:1
ENSG00000188883,KLRG2,ENST00000340940,ENSP00000339356,CCDS5854,PRINCIPAL:1
ENSG00000189043,NDUFA4,ENST00000339600,ENSP00000339720,CCDS5357,PRINCIPAL:1
ENSG00000189077,TMEM120A,ENST00000493111,ENSP00000473983,CCDS64688,PRINCIPAL:1
ENSG00000189143,CLDN4,ENST00000431918,ENSP00000388639,CCDS5560,PRINCIPAL:1
ENSG00000189320,FAM180A,ENST00000338588,ENSP00000342336,CCDS5841,PRINCIPAL:1
ENSG00000196262,PPIA,ENST00000468812,ENSP00000419425,CCDS5494,PRINCIPAL:1
ENSG00000196275,GTF2IRD2,ENST00000451013,ENSP00000406723,CCDS5576,PRINCIPAL:1
ENSG00000196329,GIMAP5,ENST00000358647,ENSP00000351473,CCDS5907,PRINCIPAL:1
ENSG00000196335,STK31,ENST00000355870,ENSP00000348132,CCDS5386,PRINCIPAL:1
ENSG00000196411,EPHB4,ENST00000358173,ENSP00000350896,CCDS5706,PRINCIPAL:1
ENSG00000196453,ZNF777,ENST00000247930,ENSP00000247930,CCDS43675,PRINCIPAL:1
ENSG00000196456,ZNF775,ENST00000329630,ENSP00000330838,CCDS43678,PRINCIPAL:1
ENSG00000196511,TPK1,ENST00000360057,ENSP00000353165,CCDS5888,PRINCIPAL:1
ENSG00000196584,XRCC2,ENST00000359321,ENSP00000352271,CCDS5933,PRINCIPAL:1
ENSG00000196636,SDHAF3,ENST00000432641,ENSP00000414066,CCDS5648,PRINCIPAL:1
ENSG00000196652,ZKSCAN5,ENST00000394170,ENSP00000377725,CCDS5667,PRINCIPAL:1
ENSG00000196715,VKORC1L1,ENST00000360768,ENSP00000353998,CCDS5529,PRINCIPAL:1
ENSG00000196937,FAM3C,ENST00000359943,ENSP00000353025,CCDS5782,PRINCIPAL:1
ENSG00000197024,ZNF398,ENST00000475153,ENSP00000420418,CCDS5894,PRINCIPAL:1
ENSG00000197037,ZSCAN25,ENST00000394152,ENSP00000377708,CCDS5671,PRINCIPAL:1
ENSG00000197093,GAL3ST4,ENST00000360039,ENSP00000353142,CCDS5688,PRINCIPAL:1
ENSG00000197123,ZNF679,ENST00000255746,ENSP00000255746,CCDS47592,PRINCIPAL:1
ENSG00000197150,ABCB8,ENST00000358849,ENSP00000351717,CCDS5913,PRINCIPAL:1
ENSG00000197157,SND1,ENST00000354725,ENSP00000346762,CCDS34747,PRINCIPAL:1
ENSG00000197362,ZNF786,ENST00000491431,ENSP00000417470,CCDS47738,PRINCIPAL:1
ENSG00000197448,GSTK1,ENST00000358406,ENSP00000351181,CCDS5877,PRINCIPAL:1
ENSG00000197461,PDGFA,ENST00000402802,ENSP00000383889,CCDS47524,PRINCIPAL:1
ENSG00000197558,SSPO,ENST00000378016,ENSP00000485256,-,PRINCIPAL:1
ENSG00000197576,HOXA4,ENST00000610970,ENSP00000479166,CCDS5405,PRINCIPAL:1
ENSG00000197993,KEL,ENST00000355265,ENSP00000347409,CCDS34766,PRINCIPAL:1
ENSG00000198039,ZNF273,ENST00000476120,ENSP00000418719,CCDS5528,PRINCIPAL:1
ENSG00000198074,AKR1B10,ENST00000359579,ENSP00000352584,CCDS5832,PRINCIPAL:1
ENSG00000198286,CARD11,ENST00000396946,ENSP00000380150,CCDS5336,PRINCIPAL:1
ENSG00000198517,MAFK,ENST00000343242,ENSP00000344903,CCDS5325,PRINCIPAL:1
ENSG00000198556,ZNF789,ENST00000331410,ENSP00000331927,CCDS34693,PRINCIPAL:1
ENSG00000198742,SMURF1,ENST00000361368,ENSP00000355326,CCDS34689,PRINCIPAL:1
ENSG00000198822,GRM3,ENST00000361669,ENSP00000355316,CCDS5600,PRINCIPAL:1
ENSG00000198839,ZNF277,ENST00000361822,ENSP00000354501,CCDS5755,PRINCIPAL:1
ENSG00000198874,TYW1,ENST00000359626,ENSP00000352645,CCDS5538,PRINCIPAL:1
ENSG00000198898,CAPZA2,ENST00000361183,ENSP00000354947,CCDS5768,PRINCIPAL:1
ENSG00000204946,ZNF783,ENST00000434415,ENSP00000410890,CCDS56519,PRINCIPAL:1
ENSG00000204947,ZNF425,ENST00000378061,ENSP00000367300,CCDS34773,PRINCIPAL:1
ENSG00000204960,BLACE,ENST00000616210,ENSP00000484754,-,PRINCIPAL:1
ENSG00000205060,SLC35B4,ENST00000378509,ENSP00000367770,CCDS34756,PRINCIPAL:1
ENSG00000205085,FAM71F2,ENST00000477515,ENSP00000419649,CCDS47701,PRINCIPAL:1
ENSG00000205236,RP11-514P8.6,ENST00000519541,ENSP00000429397,-,PRINCIPAL:1
ENSG00000205356,TECPR1,ENST00000447648,ENSP00000404923,CCDS47648,PRINCIPAL:1
ENSG00000205413,SAMD9,ENST00000379958,ENSP00000369292,CCDS34680,PRINCIPAL:1
ENSG00000205858,LRRC72,ENST00000401542,ENSP00000384971,CCDS56464,PRINCIPAL:1
ENSG00000205903,ZNF316,ENST00000382252,ENSP00000477706,CCDS75563,PRINCIPAL:1
ENSG00000211687,TRGJ2,ENST00000390333,ENSP00000417149,-,PRINCIPAL:1
ENSG00000211688,TRGJP2,ENST00000390334,ENSP00000418697,-,PRINCIPAL:1
ENSG00000211689,TRGC1,ENST00000443402,ENSP00000404817,-,PRINCIPAL:1
ENSG00000211690,TRGJ1,ENST00000390337,ENSP00000420798,-,PRINCIPAL:1
ENSG00000211691,TRGJP,ENST00000390338,ENSP00000418089,-,PRINCIPAL:1
ENSG00000211692,TRGJP1,ENST00000390339,ENSP00000419604,-,PRINCIPAL:1
ENSG00000211693,TRGV11,ENST00000390340,ENSP00000374863,-,PRINCIPAL:1
ENSG00000211694,TRGV10,ENST00000390341,ENSP00000374864,-,PRINCIPAL:1
ENSG00000211695,TRGV9,ENST00000444775,ENSP00000391561,-,PRINCIPAL:1
ENSG00000211696,TRGV8,ENST00000390343,ENSP00000374866,-,PRINCIPAL:1
ENSG00000211697,TRGV5,ENST00000390344,ENSP00000374867,-,PRINCIPAL:1
ENSG00000211698,TRGV4,ENST00000390345,ENSP00000374868,-,PRINCIPAL:1
ENSG00000211699,TRGV3,ENST00000390346,ENSP00000374869,-,PRINCIPAL:1
ENSG00000211701,TRGV1,ENST00000390348,ENSP00000374871,-,PRINCIPAL:1
ENSG00000211706,TRBV6-1,ENST00000390353,ENSP00000374876,-,PRINCIPAL:1
ENSG00000211707,TRBV7-1,ENST00000547918,ENSP00000448600,-,PRINCIPAL:1
ENSG00000211710,TRBV4-1,ENST00000390357,ENSP00000374880,-,PRINCIPAL:1
ENSG00000211713,TRBV6-4,ENST00000390360,ENSP00000374883,-,PRINCIPAL:1
ENSG00000211714,TRBV7-3,ENST00000390361,ENSP00000374884,-,PRINCIPAL:1
ENSG00000211715,TRBV5-3,ENST00000390362,ENSP00000374885,-,PRINCIPAL:1
ENSG00000211716,TRBV9,ENST00000390363,ENSP00000374886,-,PRINCIPAL:1
ENSG00000211717,TRBV10-1,ENST00000390364,ENSP00000374887,-,PRINCIPAL:1
ENSG00000211720,TRBV11-1,ENST00000390367,ENSP00000374890,-,PRINCIPAL:1
ENSG00000211721,TRBV6-5,ENST00000390368,ENSP00000374891,-,PRINCIPAL:1
ENSG00000211724,TRBV6-6,ENST00000390371,ENSP00000374894,-,PRINCIPAL:1
ENSG00000211725,TRBV5-5,ENST00000390372,ENSP00000374895,-,PRINCIPAL:1
ENSG00000211727,TRBV7-6,ENST00000390374,ENSP00000374897,-,PRINCIPAL:1
ENSG00000211728,TRBV5-6,ENST00000390375,ENSP00000374898,-,PRINCIPAL:1
ENSG00000211731,TRBV5-7,ENST00000390378,ENSP00000374901,-,PRINCIPAL:1
ENSG00000211734,TRBV5-1,ENST00000390381,ENSP00000374904,-,PRINCIPAL:1
ENSG00000211745,TRBV4-2,ENST00000390392,ENSP00000374915,-,PRINCIPAL:1
ENSG00000211746,TRBV19,ENST00000390393,ENSP00000374916,-,PRINCIPAL:1
ENSG00000211747,TRBV20-1,ENST00000390394,ENSP00000374917,-,PRINCIPAL:1
ENSG00000211749,TRBV23-1,ENST00000390396,ENSP00000374919,-,PRINCIPAL:1
ENSG00000211750,TRBV24-1,ENST00000390397,ENSP00000374920,-,PRINCIPAL:1
ENSG00000211751,TRBC1,ENST00000633705,ENSP00000487742,-,PRINCIPAL:1
ENSG00000211752,TRBV27,ENST00000390399,ENSP00000374922,-,PRINCIPAL:1
ENSG00000211753,TRBV28,ENST00000390400,ENSP00000374923,-,PRINCIPAL:1
ENSG00000211764,TRBJ2-1,ENST00000390412,ENSP00000420669,-,PRINCIPAL:1
ENSG00000211765,TRBJ2-2,ENST00000390413,ENSP00000419331,-,PRINCIPAL:1
ENSG00000211766,TRBJ2-2P,ENST00000390414,ENSP00000420142,-,PRINCIPAL:1
ENSG00000211767,TRBJ2-3,ENST00000390415,ENSP00000419595,-,PRINCIPAL:1
ENSG00000211768,TRBJ2-4,ENST00000390416,ENSP00000418890,-,PRINCIPAL:1
ENSG00000211769,TRBJ2-5,ENST00000390417,ENSP00000420233,-,PRINCIPAL:1
ENSG00000211770,TRBJ2-6,ENST00000390418,ENSP00000417114,-,PRINCIPAL:1
ENSG00000211771,TRBJ2-7,ENST00000390419,ENSP00000417622,-,PRINCIPAL:1
ENSG00000212807,OR2A42,ENST00000391496,ENSP00000375334,CCDS56515,PRINCIPAL:1
ENSG00000213199,ASIC3,ENST00000349064,ENSP00000344838,CCDS5916,PRINCIPAL:1
ENSG00000213203,GIMAP1,ENST00000307194,ENSP00000302833,CCDS5906,PRINCIPAL:1
ENSG00000213214,ARHGEF35,ENST00000378115,ENSP00000367355,CCDS34770,PRINCIPAL:1
ENSG00000213215,OR2F1,ENST00000624504,ENSP00000485483,-,PRINCIPAL:1
ENSG00000213265,TSGA13,ENST00000356588,ENSP00000348996,CCDS5824,PRINCIPAL:1
ENSG00000213413,PVRIG,ENST00000317271,ENSP00000316675,CCDS5690,PRINCIPAL:1
ENSG00000213420,GPC2,ENST00000292377,ENSP00000292377,CCDS5689,PRINCIPAL:1
ENSG00000213462,ERV3-1,ENST00000394323,ENSP00000391594,CCDS47595,PRINCIPAL:1
ENSG00000214102,WEE2,ENST00000397541,ENSP00000380675,CCDS43660,PRINCIPAL:1
ENSG00000214194,LINC00998,ENST00000441359,ENSP00000490064,-,PRINCIPAL:1
ENSG00000214253,FIS1,ENST00000223136,ENSP00000223136,CCDS43626,PRINCIPAL:1
ENSG00000214300,SPDYE3,ENST00000332397,ENSP00000329565,CCDS47658,PRINCIPAL:1
ENSG00000214309,MBLAC1,ENST00000398075,ENSP00000381150,CCDS43620,PRINCIPAL:1
ENSG00000214415,GNAT3,ENST00000398291,ENSP00000381339,CCDS47625,PRINCIPAL:1
ENSG00000214652,ZNF727,ENST00000456806,ENSP00000485448,CCDS55113,PRINCIPAL:1
ENSG00000214960,ISPD,ENST00000407010,ENSP00000385478,-,PRINCIPAL:1
ENSG00000215018,COL28A1,ENST00000399429,ENSP00000382356,CCDS43553,PRINCIPAL:1
ENSG00000215045,GRID2IP,ENST00000457091,ENSP00000397351,CCDS47537,PRINCIPAL:1
ENSG00000218823,PAPOLB,ENST00000404991,ENSP00000384700,CCDS78202,PRINCIPAL:1
ENSG00000219545,UMAD1,ENST00000636849,ENSP00000489648,-,PRINCIPAL:1
ENSG00000221813,OR6B1,ENST00000408922,ENSP00000386151,CCDS43667,PRINCIPAL:1
ENSG00000221836,OR2A5,ENST00000408906,ENSP00000386208,CCDS43668,PRINCIPAL:1
ENSG00000221838,AP4M1,ENST00000359593,ENSP00000352603,CCDS5685,PRINCIPAL:1
ENSG00000221855,TAS2R41,ENST00000408916,ENSP00000386201,CCDS43663,PRINCIPAL:1
ENSG00000221858,OR2A12,ENST00000408949,ENSP00000386174,CCDS43670,PRINCIPAL:1
ENSG00000221866,PLXNA4,ENST00000359827,ENSP00000352882,CCDS43646,PRINCIPAL:1
ENSG00000221900,POM121L12,ENST00000408890,ENSP00000386133,CCDS43584,PRINCIPAL:1
ENSG00000221909,FAM200A,ENST00000449309,ENSP00000411372,CCDS5668,PRINCIPAL:1
ENSG00000221910,OR2F2,ENST00000408955,ENSP00000386222,CCDS43666,PRINCIPAL:1
ENSG00000221933,OR2A25,ENST00000408898,ENSP00000386167,CCDS43669,PRINCIPAL:1
ENSG00000221937,TAS2R40,ENST00000408947,ENSP00000386210,CCDS43662,PRINCIPAL:1
ENSG00000221938,OR2A14,ENST00000408899,ENSP00000386137,CCDS43672,PRINCIPAL:1
ENSG00000221970,OR2A1,ENST00000408951,ENSP00000386175,CCDS43673,PRINCIPAL:1
ENSG00000221989,OR2A2,ENST00000408979,ENSP00000386209,CCDS43671,PRINCIPAL:1
ENSG00000223614,ZNF735,ENST00000429565,ENSP00000485547,CCDS78236,PRINCIPAL:1
ENSG00000224940,PRRT4,ENST00000535159,ENSP00000445239,CCDS55160,PRINCIPAL:1
ENSG00000225781,OR6V1,ENST00000418316,ENSP00000396085,CCDS47728,PRINCIPAL:1
ENSG00000225932,CTAGE4,ENST00000486333,ENSP00000419539,CCDS55176,PRINCIPAL:1
ENSG00000225968,ELFN1,ENST00000561626,ENSP00000457193,CCDS59046,PRINCIPAL:1
ENSG00000226660,TRBV2,ENST00000455382,ENSP00000388523,-,PRINCIPAL:1
ENSG00000227191,TRGC2,ENST00000436911,ENSP00000413437,-,PRINCIPAL:1
ENSG00000227471,AKR1B15,ENST00000457545,ENSP00000389289,CCDS47715,PRINCIPAL:1
ENSG00000229769,TRBV10-2,ENST00000426318,ENSP00000404652,-,PRINCIPAL:1
ENSG00000229937,PRPS1L1,ENST00000506618,ENSP00000424595,CCDS47552,PRINCIPAL:1
ENSG00000230099,TRBV5-4,ENST00000454561,ENSP00000413966,-,PRINCIPAL:1
ENSG00000230626,RP11-286H14.4,ENST00000467614,ENSP00000490163,-,PRINCIPAL:1
ENSG00000232869,TRBV29-1,ENST00000422143,ENSP00000395459,-,PRINCIPAL:1
ENSG00000233306,TRGV2,ENST00000426402,ENSP00000404928,-,PRINCIPAL:1
ENSG00000234224,TMEM229A,ENST00000455783,ENSP00000395244,CCDS47694,PRINCIPAL:1
ENSG00000234444,ZNF736,ENST00000423484,ENSP00000400852,CCDS55114,PRINCIPAL:1
ENSG00000234545,FAM133B,ENST00000445716,ENSP00000398401,CCDS47640,PRINCIPAL:1
ENSG00000235631,RNF148,ENST00000434824,ENSP00000388207,CCDS47692,PRINCIPAL:1
ENSG00000236197,AC002429.5,ENST00000637269,ENSP00000490845,-,PRINCIPAL:1
ENSG00000236398,TAS2R39,ENST00000446620,ENSP00000405095,CCDS47729,PRINCIPAL:1
ENSG00000236609,ZNF853,ENST00000457543,ENSP00000455585,CCDS59048,PRINCIPAL:1
ENSG00000237254,TRBV30,ENST00000417977,ENSP00000397118,-,PRINCIPAL:1
ENSG00000237702,TRBV3-1,ENST00000390387,ENSP00000374910,-,PRINCIPAL:1
ENSG00000239521,GATS,ENST00000436886,ENSP00000389760,CCDS43621,PRINCIPAL:1
ENSG00000239789,MRPS17,ENST00000285298,ENSP00000285298,CCDS5520,PRINCIPAL:1
ENSG00000240204,SMKR1,ENST00000462322,ENSP00000454370,CCDS59077,PRINCIPAL:1
ENSG00000240230,COX19,ENST00000344111,ENSP00000342015,CCDS34582,PRINCIPAL:1
ENSG00000240583,AQP1,ENST00000311813,ENSP00000311165,CCDS5431,PRINCIPAL:1
ENSG00000240720,LRRD1,ENST00000458448,ENSP00000405987,CCDS55124,PRINCIPAL:1
ENSG00000241127,YAE1D1,ENST00000223273,ENSP00000223273,CCDS5459,PRINCIPAL:1
ENSG00000241258,CRCP,ENST00000395326,ENSP00000378736,CCDS5532,PRINCIPAL:1
ENSG00000241468,ATP5J2,ENST00000394186,ENSP00000377740,CCDS47654,PRINCIPAL:1
ENSG00000241685,ARPC1A,ENST00000262942,ENSP00000262942,CCDS5660,PRINCIPAL:1
ENSG00000242802,AP5Z1,ENST00000348624,ENSP00000297562,CCDS47528,PRINCIPAL:1
ENSG00000242950,ERVW-1,ENST00000603053,ENSP00000474984,CCDS5626,PRINCIPAL:1
ENSG00000243317,C7orf73,ENST00000507606,ENSP00000425996,CCDS55168,PRINCIPAL:1
ENSG00000243896,OR2A7,ENST00000493325,ENSP00000420502,CCDS55177,PRINCIPAL:1
ENSG00000244623,OR2AE1,ENST00000316368,ENSP00000313936,CCDS34696,PRINCIPAL:1
ENSG00000244693,CTAGE8,ENST00000487179,ENSP00000417289,CCDS64791,PRINCIPAL:1
ENSG00000248919,ATP5J2-PTCD1,ENST00000413834,ENSP00000400168,CCDS56496,PRINCIPAL:1
ENSG00000249319,AC068533.7,ENST00000450043,ENSP00000396527,-,PRINCIPAL:1
ENSG00000249773,RP11-15K19.2,ENST00000426595,ENSP00000390331,-,PRINCIPAL:1
ENSG00000250424,RP5-877J2.1,ENST00000509504,ENSP00000421315,-,PRINCIPAL:1
ENSG00000253188,TRBV6-7,ENST00000390373,ENSP00000374896,-,PRINCIPAL:1
ENSG00000253276,CCDC71L,ENST00000523505,ENSP00000430897,CCDS55151,PRINCIPAL:1
ENSG00000253291,TRBV7-7,ENST00000390377,ENSP00000374900,-,PRINCIPAL:1
ENSG00000253409,TRBV7-4,ENST00000390369,ENSP00000374892,-,PRINCIPAL:1
ENSG00000253534,TRBV6-8,ENST00000390376,ENSP00000374899,-,PRINCIPAL:1
ENSG00000255690,TRIL,ENST00000539664,ENSP00000479256,CCDS75573,PRINCIPAL:1
ENSG00000257093,KIAA1147,ENST00000536163,ENSP00000445768,CCDS47726,PRINCIPAL:1
ENSG00000257138,TAS2R38,ENST00000547270,ENSP00000448219,CCDS34765,PRINCIPAL:1
ENSG00000257184,HOXA10-HOXA9,ENST00000470747,ENSP00000421799,-,PRINCIPAL:1
ENSG00000257335,MGAM,ENST00000475668,ENSP00000417515,-,PRINCIPAL:1
ENSG00000257743,MGAM2,ENST00000477922,ENSP00000420449,CCDS78281,PRINCIPAL:1
ENSG00000258083,OR9A4,ENST00000548136,ENSP00000448789,CCDS43661,PRINCIPAL:1
ENSG00000258223,PRSS58,ENST00000552471,ENSP00000446916,CCDS5871,PRINCIPAL:1
ENSG00000258227,CLEC5A,ENST00000546910,ENSP00000449999,CCDS5870,PRINCIPAL:1
ENSG00000260097,SPDYE6,ENST00000563237,ENSP00000485230,CCDS78265,PRINCIPAL:1
ENSG00000266265,KLF14,ENST00000583337,ENSP00000463287,CCDS5825,PRINCIPAL:1
ENSG00000267368,UPK3BL,ENST00000340457,ENSP00000342938,CCDS47675,PRINCIPAL:1
ENSG00000267645,RP11-577H5.5,ENST00000476151,ENSP00000418603,CCDS43627,PRINCIPAL:1
ENSG00000267697,LUZP6,ENST00000589735,ENSP00000468007,CCDS59509,PRINCIPAL:1
ENSG00000268187,AC118758.1,ENST00000599370,ENSP00000469705,-,PRINCIPAL:1
ENSG00000269955,C7orf55-LUC7L2,ENST00000541515,ENSP00000440222,CCDS59084,PRINCIPAL:1
ENSG00000270249,RP11-514P8.7,ENST00000514917,ENSP00000423309,-,PRINCIPAL:1
ENSG00000270617,URGCP-MRPS24,ENST00000603700,ENSP00000473871,CCDS64632,PRINCIPAL:1
ENSG00000270672,MTRNR2L6,ENST00000604952,ENSP00000473686,CCDS64784,PRINCIPAL:1
ENSG00000271079,CTAGE15,ENST00000420911,ENSP00000474204,CCDS64788,PRINCIPAL:1
ENSG00000271321,CTAGE6,ENST00000470691,ENSP00000474388,CCDS64790,PRINCIPAL:1
ENSG00000272647,GS1-259H13.13,ENST00000455905,ENSP00000401282,-,PRINCIPAL:1
ENSG00000272899,RP11-309L24.4,ENST00000609480,ENSP00000490280,-,PRINCIPAL:1
ENSG00000274070,GATSL2,ENST00000616305,ENSP00000484732,CCDS75620,PRINCIPAL:1
ENSG00000274523,RCC1L,ENST00000610322,ENSP00000480364,CCDS5577,PRINCIPAL:1
ENSG00000274752,TRBV12-3,ENST00000620569,ENSP00000477916,-,PRINCIPAL:1
ENSG00000275158,TRBV12-5,ENST00000621184,ENSP00000479506,-,PRINCIPAL:1
ENSG00000275217,AC079355.1,ENST00000621874,ENSP00000484537,-,PRINCIPAL:1
ENSG00000275243,TRBV16,ENST00000620773,ENSP00000479210,-,PRINCIPAL:1
ENSG00000275356,C7orf77,ENST00000616258,ENSP00000480627,CCDS75657,PRINCIPAL:1
ENSG00000275572,GRIFIN,ENST00000614228,ENSP00000481185,-,PRINCIPAL:1
ENSG00000275743,TRBV14,ENST00000617639,ENSP00000477671,-,PRINCIPAL:1
